Customer ID,Total Orders,Customer Lifetime (days),Total Spent,Avg Days Between Orders,Orders per Year,Average Order Value,Customer Segment,Purchase Frequency,Days Since Last Purchase,RFM_Score,Gender,Region,Age,Age Segment
CUST0269,1,0,7500.0,0,1,7500.0,High Value,Single Purchase,31,411,Female,East,64.0,Over 45
CUST0270,1,0,1500.0,0,1,1500.0,Medium Value,Single Purchase,173,312,Female,West,64.0,Over 45
CUST0271,1,0,200.0,0,1,200.0,Low Value,Single Purchase,197,214,Female,South,46.0,Over 45
CUST0272,1,0,7500.0,0,1,7500.0,High Value,Single Purchase,235,211,Female,West,52.0,Over 45
CUST0273,1,0,3000.0,0,1,3000.0,Medium Value,Single Purchase,210,211,Female,South,47.0,Over 45
CUST0274,1,0,150.0,0,1,150.0,Low Value,Single Purchase,0,414,Female,West,51.0,Over 45
CUST0276,1,0,30.0,0,1,30.0,Low Value,Single Purchase,188,214,Male,West,66.0,Over 45
CUST0278,1,0,600.0,0,1,600.0,Low Value,Single Purchase,339,112,Female,East,52.0,Over 45
CUST0279,1,0,30.0,0,1,30.0,Low Value,Single Purchase,322,114,Female,North,59.0,Over 45
CUST0280,1,0,200.0,0,1,200.0,Low Value,Single Purchase,287,114,Female,East,44.0,36-45
CUST0281,1,0,200.0,0,1,200.0,Low Value,Single Purchase,129,314,Male,West,44.0,36-45
CUST0282,1,0,1600.0,0,1,1600.0,Medium Value,Single Purchase,325,111,Male,North,47.0,Over 45
CUST0283,1,0,90.0,0,1,90.0,Low Value,Single Purchase,112,314,Female,West,67.0,Over 45
CUST0284,1,0,300.0,0,1,300.0,Low Value,Single Purchase,155,313,Female,West,64.0,Over 45
CUST0285,1,0,100.0,0,1,100.0,Low Value,Single Purchase,354,114,Female,North,58.0,Over 45
CUST0286,1,0,1500.0,0,1,1500.0,Medium Value,Single Purchase,301,112,Female,North,63.0,Over 45
CUST0287,1,0,3200.0,0,1,3200.0,Medium Value,Single Purchase,188,211,Female,South,60.0,Over 45
CUST0288,1,0,6000.0,0,1,6000.0,High Value,Single Purchase,343,111,Female,South,47.0,Over 45
CUST0289,1,0,7500.0,0,1,7500.0,High Value,Single Purchase,181,211,Male,West,37.0,36-45
CUST0290,1,0,300.0,0,1,300.0,Low Value,Single Purchase,95,313,Female,unknown,37.0,36-45
CUST0291,1,0,800.0,0,1,800.0,Low Value,Single Purchase,291,112,Male,West,49.0,Over 45
CUST0292,1,0,120.0,0,1,120.0,Low Value,Single Purchase,224,214,Male,South,21.0,Under 25
CUST0293,1,0,1000.0,0,1,1000.0,Low Value,Single Purchase,196,212,Female,East,32.0,25-35
CUST0294,1,0,150.0,0,1,150.0,Low Value,Single Purchase,114,314,Female,East,49.0,Over 45
CUST0295,1,0,4000.0,0,1,4000.0,Medium Value,Single Purchase,3,411,Female,East,26.0,25-35
CUST0296,1,0,100.0,0,1,100.0,Low Value,Single Purchase,162,314,Female,North,50.0,Over 45
CUST0297,1,0,600.0,0,1,600.0,Low Value,Single Purchase,85,312,Male,North,61.0,Over 45
CUST0298,1,0,500.0,0,1,500.0,Low Value,Single Purchase,108,312,Female,South,58.0,Over 45
CUST0299,1,0,100.0,0,1,100.0,Low Value,Single Purchase,126,314,Male,East,58.0,Over 45
CUST0300,1,0,90.0,0,1,90.0,Low Value,Single Purchase,351,114,Female,East,47.0,Over 45
